periodConcept,Relation,ConceptLevel,Start Age£¨Ma£©,Bottom Time Uncertainty(Ma),End Age(Ma),Top Time Uncertainty(Ma),Version,positionCoding,Part of,Labal,Publication_year,
Wordian,inScheme,Age,268,unspecified,266,unspecified,GSA2009,05_41_33_61_32_32,HistoryOfEarth,WordianGSA2009,2009,
Capitanian,inScheme,Age,266,unspecified,260,unspecified,GSA2009,05_41_33_61_32_31,HistoryOfEarth,CapitanianGSA2009,2009,
Wuchiapingian,inScheme,Age,260,unspecified,254,unspecified,GSA2009,05_41_33_61_31_22,HistoryOfEarth,WuchiapingianGSA2009,2009,
Changhsingian,inScheme,Age,254,unspecified,251,unspecified,GSA2009,05_41_33_61_31_21,HistoryOfEarth,ChanghsingianGSA2009,2009,
Induan,inScheme,Age,251,unspecified,250,unspecified,GSA2009,05_41_32_33_33_22,HistoryOfEarth,InduanGSA2009,2009,
Olenekian,inScheme,Age,250,unspecified,245,unspecified,GSA2009,05_41_32_33_33_21,HistoryOfEarth,OlenekianGSA2009,2009,
Anisian,inScheme,Age,245,unspecified,241,unspecified,GSA2009,05_41_32_33_32_22,HistoryOfEarth,AnisianGSA2009,2009,
Ladinian,inScheme,Age,241,unspecified,235,unspecified,GSA2009,05_41_32_33_32_21,HistoryOfEarth,LadinianGSA2009,2009,
Carnian,inScheme,Age,235,unspecified,228,unspecified,GSA2009,05_41_32_33_31_33,HistoryOfEarth,CarnianGSA2009,2009,
Norian,inScheme,Age,228,unspecified,204,unspecified,GSA2009,05_41_32_33_31_32,HistoryOfEarth,NorianGSA2009,2009,
Rhaetian,inScheme,Age,204,unspecified,201.6,unspecified,GSA2009,05_41_32_33_31_31,HistoryOfEarth,RhaetianGSA2009,2009,
Hettangian,inScheme,Age,201.6,unspecified,197,unspecified,GSA2009,05_41_32_32_33_44,HistoryOfEarth,HettangianGSA2009,2009,
Sinemurian,inScheme,Age,197,unspecified,190,unspecified,GSA2009,05_41_32_32_33_43,HistoryOfEarth,SinemurianGSA2009,2009,
Pliensbachian,inScheme,Age,190,unspecified,183,unspecified,GSA2009,05_41_32_32_33_42,HistoryOfEarth,PliensbachianGSA2009,2009,
Toarcian,inScheme,Age,183,unspecified,176,unspecified,GSA2009,05_41_32_32_33_41,HistoryOfEarth,ToarcianGSA2009,2009,
Aalenian,inScheme,Age,176,unspecified,172,unspecified,GSA2009,05_41_32_32_32_44,HistoryOfEarth,AalenianGSA2009,2009,
Bajocian,inScheme,Age,172,unspecified,168,unspecified,GSA2009,05_41_32_32_32_43,HistoryOfEarth,BajocianGSA2009,2009,
Bathonian,inScheme,Age,168,unspecified,165,unspecified,GSA2009,05_41_32_32_32_42,HistoryOfEarth,BathonianGSA2009,2009,
Callovian,inScheme,Age,165,unspecified,161,unspecified,GSA2009,05_41_32_32_32_41,HistoryOfEarth,CallovianGSA2009,2009,
Oxfordian,inScheme,Age,161,unspecified,156,unspecified,GSA2009,05_41_32_32_31_33,HistoryOfEarth,OxfordianGSA2009,2009,
Kimmeridgian,inScheme,Age,156,unspecified,151,unspecified,GSA2009,05_41_32_32_31_32,HistoryOfEarth,KimmeridgianGSA2009,2009,
Tithonian,inScheme,Age,151,unspecified,145.5,unspecified,GSA2009,05_41_32_32_31_31,HistoryOfEarth,TithonianGSA2009,2009,
Berriasian,inScheme,Age,145.5,unspecified,140,unspecified,GSA2009,05_41_32_31_22_66,HistoryOfEarth,BerriasianGSA2009,2009,
Valanginian,inScheme,Age,140,unspecified,136,unspecified,GSA2009,05_41_32_31_22_65,HistoryOfEarth,ValanginianGSA2009,2009,
Hauterivian,inScheme,Age,136,unspecified,130,unspecified,GSA2009,05_41_32_31_22_64,HistoryOfEarth,HauterivianGSA2009,2009,
Barremian,inScheme,Age,130,unspecified,125,unspecified,GSA2009,05_41_32_31_22_63,HistoryOfEarth,BarremianGSA2009,2009,
Aptian,inScheme,Age,125,unspecified,112,unspecified,GSA2009,05_41_32_31_22_62,HistoryOfEarth,AptianGSA2009,2009,
Albian,inScheme,Age,112,unspecified,99.6,unspecified,GSA2009,05_41_32_31_22_61,HistoryOfEarth,AlbianGSA2009,2009,
Cenomanian,inScheme,Age,99.6,unspecified,93.5,unspecified,GSA2009,05_41_32_31_21_66,HistoryOfEarth,CenomanianGSA2009,2009,
Turonian,inScheme,Age,93.5,unspecified,89.3,unspecified,GSA2009,05_41_32_31_21_65,HistoryOfEarth,TuronianGSA2009,2009,
Coniacian,inScheme,Age,89.3,unspecified,85.8,unspecified,GSA2009,05_41_32_31_21_64,HistoryOfEarth,ConiacianGSA2009,2009,
Santonian,inScheme,Age,85.8,unspecified,83.5,unspecified,GSA2009,05_41_32_31_21_63,HistoryOfEarth,SantonianGSA2009,2009,
Campanian,inScheme,Age,83.5,unspecified,70.6,unspecified,GSA2009,05_41_32_31_21_62,HistoryOfEarth,CampanianGSA2009,2009,
Maastrichtian,inScheme,Age,70.6,unspecified,65.5,unspecified,GSA2009,05_41_32_31_21_61,HistoryOfEarth,MaastrichtianGSA2009,2009,
Danian,inScheme,Age,65.5,unspecified,61.7,unspecified,GSA2009,05_41_31_22_(22)_33_33,HistoryOfEarth,DanianGSA2009,2009,
Selandian,inScheme,Age,61.7,unspecified,58.7,unspecified,GSA2009,05_41_31_22_(22)_33_32,HistoryOfEarth,SelandianGSA2009,2009,
Thanetian,inScheme,Age,58.7,unspecified,55.8,unspecified,GSA2009,05_41_31_22_(22)_33_31,HistoryOfEarth,ThanetianGSA2009,2009,
Ypresian,inScheme,Age,55.8,unspecified,48.6,unspecified,GSA2009,05_41_31_22_(22)_32_44,HistoryOfEarth,YpresianGSA2009,2009,
Lutetian,inScheme,Age,48.6,unspecified,40.4,unspecified,GSA2009,05_41_31_22_(22)_32_43,HistoryOfEarth,LutetianGSA2009,2009,
Bartonian,inScheme,Age,40.4,unspecified,37.2,unspecified,GSA2009,05_41_31_22_(22)_32_42,HistoryOfEarth,BartonianGSA2009,2009,
Priabonian,inScheme,Age,37.2,unspecified,33.9,unspecified,GSA2009,05_41_31_22_(22)_32_41,HistoryOfEarth,PriabonianGSA2009,2009,
Rupelian,inScheme,Age,33.9,unspecified,28.4,unspecified,GSA2009,05_41_31_22_(22)_31_22,HistoryOfEarth,RupelianGSA2009,2009,
Chattian,inScheme,Age,28.4,unspecified,23,unspecified,GSA2009,05_41_31_22_(22)_31_21,HistoryOfEarth,ChattianGSA2009,2009,
Aquitanian,inScheme,Age,23,unspecified,20.4,unspecified,GSA2009,05_41_31_22_(21)_22_66,HistoryOfEarth,AquitanianGSA2009,2009,
Burdigalian,inScheme,Age,20.4,unspecified,16,unspecified,GSA2009,05_41_31_22_(21)_22_65,HistoryOfEarth,BurdigalianGSA2009,2009,
Langhian,inScheme,Age,16,unspecified,13.8,unspecified,GSA2009,05_41_31_22_(21)_22_64,HistoryOfEarth,LanghianGSA2009,2009,
Serravallian,inScheme,Age,13.8,unspecified,11.6,unspecified,GSA2009,05_41_31_22_(21)_22_63,HistoryOfEarth,SerravallianGSA2009,2009,
Tortonian,inScheme,Age,11.6,unspecified,7.2,unspecified,GSA2009,05_41_31_22_(21)_22_62,HistoryOfEarth,TortonianGSA2009,2009,
Messinian,inScheme,Age,7.2,unspecified,5.3,unspecified,GSA2009,05_41_31_22_(21)_22_61,HistoryOfEarth,MessinianGSA2009,2009,
Zanclean,inScheme,Age,5.3,unspecified,3.6,unspecified,GSA2009,05_41_31_22_(21)_21_22,HistoryOfEarth,ZancleanGSA2009,2009,
Piacenzian,inScheme,Age,3.6,unspecified,2.6,unspecified,GSA2009,05_41_31_22_(21)_21_21,HistoryOfEarth,PiacenzianGSA2009,2009,
Gelasian,inScheme,Age,2.6,unspecified,1.8,unspecified,GSA2009,05_41_31_21_22_22,HistoryOfEarth,GelasianGSA2009,2009,
Calabrain,inScheme,Age,1.8,unspecified,0.01,unspecified,GSA2009,05_41_31_21_22_21,HistoryOfEarth,CalabrainGSA2009,2009,
Unnamed,inScheme,Age,0.01,unspecified,0,0,GSA2009,05_41_31_21_21_11,HistoryOfEarth,UnnamedGSA2009,2009,
Precambrian,inScheme,Super-Eon,unspecified,unspecified,541,unspecified,GSA2012,05_(22),HistoryOfEarth,PrecambrianGSA2012,2012,
Hadean,inScheme,Eon,unspecified,unspecified,4000,unspecified,GSA2012,05_44,HistoryOfEarth,HadeanGSA2012,2012,
Archean,inScheme,Eon,4000,unspecified,2500,unspecified,GSA2012,05_43,HistoryOfEarth,ArcheanGSA2012,2012,
Proterozoic,inScheme,Eon,2500,unspecified,541,unspecified,GSA2012,05_42,HistoryOfEarth,ProterozoicGSA2012,2012,
Phanerozoic,inScheme,Eon,541,unspecified,0,0,GSA2012,05_41,HistoryOfEarth,PhanerozoicGSA2012,2012,
Eoarchean,inScheme,Era,4000,unspecified,3600,unspecified,GSA2012,05_43_44,HistoryOfEarth,EoarcheanGSA2012,2012,
Paleoarchean,inScheme,Era,3600,unspecified,3200,unspecified,GSA2012,05_43_43,HistoryOfEarth,PaleoarcheanGSA2012,2012,
Mesoarchean,inScheme,Era,3200,unspecified,2800,unspecified,GSA2012,05_43_42,HistoryOfEarth,MesoarcheanGSA2012,2012,
Neoarchean,inScheme,Era,2800,unspecified,2500,unspecified,GSA2012,05_43_41,HistoryOfEarth,NeoarcheanGSA2012,2012,
Paleoproterozoic,inScheme,Era,2500,unspecified,1600,unspecified,GSA2012,05_42_33,HistoryOfEarth,PaleoproterozoicGSA2012,2012,
Mesoproterozoic,inScheme,Era,1600,unspecified,1000,unspecified,GSA2012,05_42_32,HistoryOfEarth,MesoproterozoicGSA2012,2012,
Neoproterozoic,inScheme,Era,1000,unspecified,541,unspecified,GSA2012,05_42_31,HistoryOfEarth,NeoproterozoicGSA2012,2012,
Paleozoic,inScheme,Era,541,unspecified,252,unspecified,GSA2012,05_41_33,HistoryOfEarth,PaleozoicGSA2012,2012,
Mesozoic,inScheme,Era,252,unspecified,66,unspecified,GSA2012,05_41_32,HistoryOfEarth,MesozoicGSA2012,2012,
Cenozoic,inScheme,Era,66,unspecified,0,0,GSA2012,05_41_31,HistoryOfEarth,CenozoicGSA2012,2012,
Siderian,inScheme,Period,2500,unspecified,2300,unspecified,GSA2012,05_42_33_44,HistoryOfEarth,SiderianGSA2012,2012,
Rhyacian,inScheme,Period,2300,unspecified,2050,unspecified,GSA2012,05_42_33_43,HistoryOfEarth,RhyacianGSA2012,2012,
Orosirian,inScheme,Period,2050,unspecified,1800,unspecified,GSA2012,05_42_33_42,HistoryOfEarth,OrosirianGSA2012,2012,
Statherian,inScheme,Period,1800,unspecified,1600,unspecified,GSA2012,05_42_33_41,HistoryOfEarth,StatherianGSA2012,2012,
Calymmian,inScheme,Period,1600,unspecified,1400,unspecified,GSA2012,05_42_32_33,HistoryOfEarth,CalymmianGSA2012,2012,
Ectasian,inScheme,Period,1400,unspecified,1200,unspecified,GSA2012,05_42_32_32,HistoryOfEarth,EctasianGSA2012,2012,
Stenian,inScheme,Period,1200,unspecified,1000,unspecified,GSA2012,05_42_32_31,HistoryOfEarth,StenianGSA2012,2012,
Tonian,inScheme,Period,1000,unspecified,850,unspecified,GSA2012,05_41_31_33,HistoryOfEarth,TonianGSA2012,2012,
Cryogenian,inScheme,Period,850,unspecified,635,unspecified,GSA2012,05_41_31_32,HistoryOfEarth,CryogenianGSA2012,2012,
Ediacaran,inScheme,Period,635,unspecified,541,unspecified,GSA2012,05_41_31_31,HistoryOfEarth,EdiacaranGSA2012,2012,
Cambrian,inScheme,Period,541,unspecified,485,unspecified,GSA2012,05_41_33_66,HistoryOfEarth,CambrianGSA2012,2012,
Ordovician,inScheme,Period,485,unspecified,444,unspecified,GSA2012,05_41_33_65,HistoryOfEarth,OrdovicianGSA2012,2012,
Silurian,inScheme,Period,444,unspecified,419,unspecified,GSA2012,05_41_33_64,HistoryOfEarth,SilurianGSA2012,2012,
Devonian,inScheme,Period,419,unspecified,359,unspecified,GSA2012,05_41_33_63,HistoryOfEarth,DevonianGSA2012,2012,
Carboniferous,inScheme,Period,359,unspecified,299,unspecified,GSA2012,05_41_33_62,HistoryOfEarth,CarboniferousGSA2012,2012,
Permian,inScheme,Period,299,unspecified,252,unspecified,GSA2012,05_41_33_61,HistoryOfEarth,PermianGSA2012,2012,
Triassic,inScheme,Period,252,unspecified,201,unspecified,GSA2012,05_41_32_33,HistoryOfEarth,TriassicGSA2012,2012,
Jurassic,inScheme,Period,201,unspecified,145,unspecified,GSA2012,05_41_32_32,HistoryOfEarth,JurassicGSA2012,2012,
Cretaceous,inScheme,Period,145,unspecified,66,unspecified,GSA2012,05_41_32_31,HistoryOfEarth,CretaceousGSA2012,2012,
Paleogene,inScheme,Period,66,unspecified,23,unspecified,GSA2012,05_41_31_33,HistoryOfEarth,PaleogeneGSA2012,2012,
Neogene,inScheme,Period,23,unspecified,2.6,unspecified,GSA2012,05_41_31_32,HistoryOfEarth,NeogeneGSA2012,2012,
Quaternary,inScheme,Period,2.6,unspecified,0,0,GSA2012,05_41_31_31,HistoryOfEarth,QuaternaryGSA2012,2012,
Terreneuvian,inScheme,Epoch,541,unspecified,529,unspecified,GSA2012,05_41_33_66_44,HistoryOfEarth,TerreneuvianGSA2012,2012,
CambrianEpoch2,inScheme,Epoch,521,unspecified,509,unspecified,GSA2012,05_41_33_66_43,HistoryOfEarth,CambrianEpoch2GSA2012,2012,
CambrianEpoch3,inScheme,Epoch,509,unspecified,497,unspecified,GSA2012,05_41_33_66_42,HistoryOfEarth,CambrianEpoch3GSA2012,2012,
Furongian,inScheme,Epoch,497,unspecified,485,unspecified,GSA2012,05_41_33_66_41,HistoryOfEarth,FurongianGSA2012,2012,
EarlyOrdovician,inScheme,Epoch,485,unspecified,470,unspecified,GSA2012,05_41_33_65_33,HistoryOfEarth,EarlyOrdovicianGSA2012,2012,
MiddleOrdovician,inScheme,Epoch,470,unspecified,458,unspecified,GSA2012,05_41_33_65_32,HistoryOfEarth,MiddleOrdovicianGSA2012,2012,
LateOrdovician,inScheme,Epoch,458,unspecified,444,unspecified,GSA2012,05_41_33_65_31,HistoryOfEarth,LateOrdovicianGSA2012,2012,
Llandovery,inScheme,Epoch,444,unspecified,433,unspecified,GSA2012,05_41_33_64_44,HistoryOfEarth,LlandoveryGSA2012,2012,
Wenlock,inScheme,Epoch,433,unspecified,427,unspecified,GSA2012,05_41_33_64_43,HistoryOfEarth,WenlockGSA2012,2012,
Ludlow,inScheme,Epoch,427,unspecified,423,unspecified,GSA2012,05_41_33_64_42,HistoryOfEarth,LudlowGSA2012,2012,
Pridoli,inScheme,Epoch,423,unspecified,419,unspecified,GSA2012,05_41_33_64_41,HistoryOfEarth,PridoliGSA2012,2012,
EarlyDevonian,inScheme,Epoch,419,unspecified,393,unspecified,GSA2012,05_41_33_63_33,HistoryOfEarth,EarlyDevonianGSA2012,2012,
MiddleDevonian,inScheme,Epoch,393,unspecified,383,unspecified,GSA2012,05_41_33_63_32,HistoryOfEarth,MiddleDevonianGSA2012,2012,
LateDevonian,inScheme,Epoch,383,unspecified,359,unspecified,GSA2012,05_41_33_63_31,HistoryOfEarth,LateDevonianGSA2012,2012,
Mississippian,inScheme,SubPeriod,359,unspecified,323,unspecified,GSA2012,05_41_33_62_(22),HistoryOfEarth,MississippianGSA2012,2012,
EarlyMississippian,inScheme,Epoch,359,unspecified,347,unspecified,GSA2012,05_41_33_62_(22)_33,HistoryOfEarth,EarlyMississippianGSA2012,2012,
MiddleMississippian,inScheme,Epoch,347,unspecified,331,unspecified,GSA2012,05_41_33_62_(22)_32,HistoryOfEarth,MiddleMississippianGSA2012,2012,
LateMississippian,inScheme,Epoch,331,unspecified,323,unspecified,GSA2012,05_41_33_62_(22)_31,HistoryOfEarth,LateMississippianGSA2012,2012,
Pennsylvanian,inScheme,SubPeriod,323,unspecified,299,unspecified,GSA2012,05_41_33_62_(21),HistoryOfEarth,PennsylvanianGSA2012,2012,
EarlyPennsylvanian,inScheme,Epoch,323,unspecified,315,unspecified,GSA2012,05_41_33_62_(21)_33,HistoryOfEarth,EarlyPennsylvanianGSA2012,2012,
MiddlePennsylvanian,inScheme,Epoch,315,unspecified,307,unspecified,GSA2012,05_41_33_62_(21)_32,HistoryOfEarth,MiddlePennsylvanianGSA2012,2012,
LatePennsylvanian,inScheme,Epoch,307,unspecified,299,unspecified,GSA2012,05_41_33_62_(21)_31,HistoryOfEarth,LatePennsylvanianGSA2012,2012,
Cisuralian,inScheme,Epoch,299,unspecified,272,unspecified,GSA2012,05_41_33_61_33,HistoryOfEarth,CisuralianGSA2012,2012,
Guadalupian,inScheme,Epoch,272,unspecified,260,unspecified,GSA2012,05_41_33_61_32,HistoryOfEarth,GuadalupianGSA2012,2012,
Lopingian,inScheme,Epoch,260,unspecified,252,unspecified,GSA2012,05_41_33_61_31,HistoryOfEarth,LopingianGSA2012,2012,
EarlyTriassic,inScheme,Epoch,252,unspecified,247,unspecified,GSA2012,05_41_32_33_33,HistoryOfEarth,EarlyTriassicGSA2012,2012,
MiddleTriassic,inScheme,Epoch,247,unspecified,237,unspecified,GSA2012,05_41_32_33_32,HistoryOfEarth,MiddleTriassicGSA2012,2012,
LateTriassic,inScheme,Epoch,237,unspecified,201,unspecified,GSA2012,05_41_32_33_31,HistoryOfEarth,LateTriassicGSA2012,2012,
EarlyJurassic,inScheme,Epoch,201,unspecified,174,unspecified,GSA2012,05_41_32_32_33,HistoryOfEarth,EarlyJurassicGSA2012,2012,
MiddleJurassic,inScheme,Epoch,174,unspecified,164,unspecified,GSA2012,05_41_32_32_32,HistoryOfEarth,MiddleJurassicGSA2012,2012,
LateJurassic,inScheme,Epoch,164,unspecified,145,unspecified,GSA2012,05_41_32_32_31,HistoryOfEarth,LateJurassicGSA2012,2012,
EarlyCretaceous,inScheme,Epoch,145,unspecified,100,unspecified,GSA2012,05_41_32_31_22,HistoryOfEarth,EarlyCretaceousGSA2012,2012,
LateCretaceous,inScheme,Epoch,100,unspecified,66,unspecified,GSA2012,05_41_32_31_21,HistoryOfEarth,LateCretaceousGSA2012,2012,
Paleocene,inScheme,Epoch,66,unspecified,56,unspecified,GSA2012,05_41_31_33_33,HistoryOfEarth,PaleoceneGSA2012,2012,
Eocene,inScheme,Epoch,56,unspecified,33.9,unspecified,GSA2012,05_41_31_33_32,HistoryOfEarth,EoceneGSA2012,2012,
Oligocene,inScheme,Epoch,33.9,unspecified,23,unspecified,GSA2012,05_41_31_33_31,HistoryOfEarth,OligoceneGSA2012,2012,
Miocene,inScheme,Epoch,23,unspecified,5.3,unspecified,GSA2012,05_41_31_32_22,HistoryOfEarth,MioceneGSA2012,2012,
Pliocene,inScheme,Epoch,5.3,unspecified,2.6,unspecified,GSA2012,05_41_31_32_21,HistoryOfEarth,PlioceneGSA2012,2012,
Pleistocene,inScheme,Epoch,2.6,unspecified,0.01,unspecified,GSA2012,05_41_31_22_22,HistoryOfEarth,PleistoceneGSA2012,2012,
Holocene,inScheme,Epoch,0.01,unspecified,0,0,GSA2012,05_41_31_22_21,HistoryOfEarth,HoloceneGSA2012,2012,
Fortunian,inScheme,Age,541,unspecified,529,unspecified,GSA2012,05_41_33_66_44_22,HistoryOfEarth,FortunianGSA2012,2012,
Cambrianage2,inScheme,Age,529,unspecified,521,unspecified,GSA2012,05_41_33_66_44_21,HistoryOfEarth,Cambrianage2GSA2012,2012,
Cambrianage3,inScheme,Age,521,unspecified,514,unspecified,GSA2012,05_41_33_66_43_22,HistoryOfEarth,Cambrianage3GSA2012,2012,
Cambrianage4,inScheme,Age,514,unspecified,509,unspecified,GSA2012,05_41_33_66_43_21,HistoryOfEarth,Cambrianage4GSA2012,2012,
Cambrianage5,inScheme,Age,509,unspecified,505,unspecified,GSA2012,05_41_33_66_42_33,HistoryOfEarth,Cambrianage5GSA2012,2012,
Drumian,inScheme,Age,505,unspecified,501,unspecified,GSA2012,05_41_33_66_42_32,HistoryOfEarth,DrumianGSA2012,2012,
Guzhanggian,inScheme,Age,501,unspecified,497,unspecified,GSA2012,05_41_33_66_42_31,HistoryOfEarth,GuzhanggianGSA2012,2012,
Paibian,inScheme,Age,497,unspecified,494,unspecified,GSA2012,05_41_33_66_41_33,HistoryOfEarth,PaibianGSA2012,2012,
Jiangshannian,inScheme,Age,494,unspecified,490,unspecified,GSA2012,05_41_33_66_41_32,HistoryOfEarth,JiangshannianGSA2012,2012,
CambrianAge10,inScheme,Age,490,unspecified,485,unspecified,GSA2012,05_41_33_66_41_31,HistoryOfEarth,CambrianAge10GSA2012,2012,
Tremadocian,inScheme,Age,485,unspecified,478,unspecified,GSA2012,05_41_33_65_33_22,HistoryOfEarth,TremadocianGSA2012,2012,
Floian,inScheme,Age,478,unspecified,470,unspecified,GSA2012,05_41_33_65_33_21,HistoryOfEarth,FloianGSA2012,2012,
Dapingian,inScheme,Age,470,unspecified,467,unspecified,GSA2012,05_41_33_65_32_22,HistoryOfEarth,DapingianGSA2012,2012,
Darriwilian,inScheme,Age,467,unspecified,458,unspecified,GSA2012,05_41_33_65_32_21,HistoryOfEarth,DarriwilianGSA2012,2012,
Sandbian,inScheme,Age,458,unspecified,453,unspecified,GSA2012,05_41_33_65_31_33,HistoryOfEarth,SandbianGSA2012,2012,
Katian,inScheme,Age,453,unspecified,445,unspecified,GSA2012,05_41_33_65_31_32,HistoryOfEarth,KatianGSA2012,2012,
Hirnantian,inScheme,Age,445,unspecified,444,unspecified,GSA2012,05_41_33_65_31_31,HistoryOfEarth,HirnantianGSA2012,2012,
Rhuddanian,inScheme,Age,444,unspecified,441,unspecified,GSA2012,05_41_33_64_44_33,HistoryOfEarth,RhuddanianGSA2012,2012,
Aeronian,inScheme,Age,441,unspecified,439,unspecified,GSA2012,05_41_33_64_44_32,HistoryOfEarth,AeronianGSA2012,2012,
Telychian,inScheme,Age,439,unspecified,433,unspecified,GSA2012,05_41_33_64_44_31,HistoryOfEarth,TelychianGSA2012,2012,
Sheinwoodian,inScheme,Age,433,unspecified,430,unspecified,GSA2012,05_41_33_64_43_22,HistoryOfEarth,SheinwoodianGSA2012,2012,
Homerian,inScheme,Age,430,unspecified,427,unspecified,GSA2012,05_41_33_64_43_21,HistoryOfEarth,HomerianGSA2012,2012,
Gorstian,inScheme,Age,427,unspecified,426,unspecified,GSA2012,05_41_33_64_42_22,HistoryOfEarth,GorstianGSA2012,2012,
Ludfordian,inScheme,Age,426,unspecified,423,unspecified,GSA2012,05_41_33_64_42_21,HistoryOfEarth,LudfordianGSA2012,2012,
PridoliUnnamed,inScheme,Age,423,unspecified,419,unspecified,GSA2012,05_41_33_64_41_11,HistoryOfEarth,PridoliUnnamedGSA2012,2012,
Lochkovian,inScheme,Age,419,unspecified,411,unspecified,GSA2012,05_41_33_63_33_33,HistoryOfEarth,LochkovianGSA2012,2012,
Pragian,inScheme,Age,411,unspecified,408,unspecified,GSA2012,05_41_33_63_33_32,HistoryOfEarth,PragianGSA2012,2012,
Emsian,inScheme,Age,408,unspecified,393,unspecified,GSA2012,05_41_33_63_33_31,HistoryOfEarth,EmsianGSA2012,2012,
Eifelian,inScheme,Age,393,unspecified,388,unspecified,GSA2012,05_41_33_63_32_22,HistoryOfEarth,EifelianGSA2012,2012,
Givetian,inScheme,Age,388,unspecified,383,unspecified,GSA2012,05_41_33_63_32_21,HistoryOfEarth,GivetianGSA2012,2012,
Frasnian,inScheme,Age,383,unspecified,372,unspecified,GSA2012,05_41_33_63_31_22,HistoryOfEarth,FrasnianGSA2012,2012,
Famennian,inScheme,Age,372,unspecified,359,unspecified,GSA2012,05_41_33_63_31_21,HistoryOfEarth,FamennianGSA2012,2012,
Tournaisian,inScheme,Age,359,unspecified,347,unspecified,GSA2012,05_41_33_62_(22)_33_11,HistoryOfEarth,TournaisianGSA2012,2012,
Visean,inScheme,Age,347,unspecified,331,unspecified,GSA2012,05_41_33_62_(22)_32_11,HistoryOfEarth,ViseanGSA2012,2012,
Serpukhovian,inScheme,Age,331,unspecified,323,unspecified,GSA2012,05_41_33_62_(22)_31_11,HistoryOfEarth,SerpukhovianGSA2012,2012,
Bashkirian,inScheme,Age,323,unspecified,315,unspecified,GSA2012,05_41_33_62_(21)_33_11,HistoryOfEarth,BashkirianGSA2012,2012,
Moscovian,inScheme,Age,315,unspecified,307,unspecified,GSA2012,05_41_33_62_(21)_32_11,HistoryOfEarth,MoscovianGSA2012,2012,
Kasimovian,inScheme,Age,307,unspecified,304,unspecified,GSA2012,05_41_33_62_(21)_31_22,HistoryOfEarth,KasimovianGSA2012,2012,
Gzhelian,inScheme,Age,304,unspecified,299,unspecified,GSA2012,05_41_33_62_(21)_31_21,HistoryOfEarth,GzhelianGSA2012,2012,
Asselian,inScheme,Age,299,unspecified,296,unspecified,GSA2012,05_41_33_61_33_44,HistoryOfEarth,AsselianGSA2012,2012,
Sakmarian,inScheme,Age,296,unspecified,290,unspecified,GSA2012,05_41_33_61_33_43,HistoryOfEarth,SakmarianGSA2012,2012,
Artinskian,inScheme,Age,290,unspecified,279,unspecified,GSA2012,05_41_33_61_33_42,HistoryOfEarth,ArtinskianGSA2012,2012,
Kungurian,inScheme,Age,279,unspecified,272,unspecified,GSA2012,05_41_33_61_33_41,HistoryOfEarth,KungurianGSA2012,2012,
Roadian,inScheme,Age,272,unspecified,269,unspecified,GSA2012,05_41_33_61_32_33,HistoryOfEarth,RoadianGSA2012,2012,
Wordian,inScheme,Age,269,unspecified,265,unspecified,GSA2012,05_41_33_61_32_32,HistoryOfEarth,WordianGSA2012,2012,
Capitanian,inScheme,Age,265,unspecified,260,unspecified,GSA2012,05_41_33_61_32_31,HistoryOfEarth,CapitanianGSA2012,2012,
Wuchiapingian,inScheme,Age,260,unspecified,254,unspecified,GSA2012,05_41_33_61_31_22,HistoryOfEarth,WuchiapingianGSA2012,2012,
Changhsingian,inScheme,Age,254,unspecified,252,unspecified,GSA2012,05_41_33_61_31_21,HistoryOfEarth,ChanghsingianGSA2012,2012,
Induan,inScheme,Age,252,unspecified,250,unspecified,GSA2012,05_41_32_33_33_22,HistoryOfEarth,InduanGSA2012,2012,
